,City,State,Country,location
13329,Pueblo,CO,USA,"Pueblo,CO,USA"
13330,Greenfield,WI,USA,"Greenfield,WI,USA"
13331,West Warwick,RI,USA,"West Warwick,RI,USA"
13332,Indian Harbour Beach,FL,USA,"Indian Harbour Beach,FL,USA"
13333,Holladay,UT,USA,"Holladay,UT,USA"
13334,Englewood,CO,USA,"Englewood,CO,USA"
13335,Huron,OH,USA,"Huron,OH,USA"
13337,North Conway,NH,USA,"North Conway,NH,USA"
13338,Greenford,City of London,United Kingdom,"Greenford,City of London,United Kingdom"
13339,Las Vegas,NV,USA,"Las Vegas,NV,USA"
13340,Phoenix,AZ,USA,"Phoenix,AZ,USA"
13341,Fernandina beach,FL,USA,"Fernandina beach,FL,USA"
13342,Stirling,Stirling,United Kingdom,"Stirling,Stirling,United Kingdom"
13344,Phoenix,AZ,USA,"Phoenix,AZ,USA"
13345,Ormond Beach,FL,USA,"Ormond Beach,FL,USA"
13346,Newport,NC,USA,"Newport,NC,USA"
13347,Newport,NC,USA,"Newport,NC,USA"
13348,Goodrich,MI,USA,"Goodrich,MI,USA"
13349,Oaklawn,IL,USA,"Oaklawn,IL,USA"
13351,Essex,CT,USA,"Essex,CT,USA"
13352,Syracuse,NY,USA,"Syracuse,NY,USA"
13354,Destin,FL,USA,"Destin,FL,USA"
13355,Enumclaw Wa,WA,USA,"Enumclaw Wa,WA,USA"
13356,Tavares,FL,USA,"Tavares,FL,USA"
13357,Marengo,IN,USA,"Marengo,IN,USA"
13358,Church Hill,TN,USA,"Church Hill,TN,USA"
13359,Lauderhill,FL,USA,"Lauderhill,FL,USA"
13360,Higginsville,MO,USA,"Higginsville,MO,USA"
13361,Ft. Lauderdale,FL,USA,"Ft. Lauderdale,FL,USA"
13362,Olympia,WA,USA,"Olympia,WA,USA"
13363,Chicago,IL,USA,"Chicago,IL,USA"
13364,Perth amboy,NJ,USA,"Perth amboy,NJ,USA"
13365,BRANDON,FL,USA,"BRANDON,FL,USA"
13366,Las Vegas,NV,USA,"Las Vegas,NV,USA"
13367,Worcester,MA,USA,"Worcester,MA,USA"
13368,Wheaton,IL,USA,"Wheaton,IL,USA"
13370,Woodstock,NY,USA,"Woodstock,NY,USA"
13371,Cottonwood,AZ,USA,"Cottonwood,AZ,USA"
13372,Pamona,NJ,USA,"Pamona,NJ,USA"
13373,Jacksonville,FL,USA,"Jacksonville,FL,USA"
13374,Bass River Township,NJ,USA,"Bass River Township,NJ,USA"
13375,St. Gabriel,LA,USA,"St. Gabriel,LA,USA"
13376,Hickory Hills,IL,USA,"Hickory Hills,IL,USA"
13377,livingston,MT,USA,"livingston,MT,USA"
13378,Ambridge,PA,USA,"Ambridge,PA,USA"
13379,Trumbull,CT,USA,"Trumbull,CT,USA"
13380,Sunriver,,USA,"Sunriver,USA"
13381,Ellwood city,PA,USA,"Ellwood city,PA,USA"
13382,Ellwood city,PA,USA,"Ellwood city,PA,USA"
13383,Kutztown,PA,USA,"Kutztown,PA,USA"
13384,Kutztown,PA,USA,"Kutztown,PA,USA"
13386,Bishops stortford,Hertfordshire,United Kingdom,"Bishops stortford,Hertfordshire,United Kingdom"
13387,Bloomsburg,PA,USA,"Bloomsburg,PA,USA"
13388,Vine Grove,KY,USA,"Vine Grove,KY,USA"
13389,Carmichael,CA,USA,"Carmichael,CA,USA"
13390,Tipp City,OH,USA,"Tipp City,OH,USA"
13391,Saranac Lake,NY,USA,"Saranac Lake,NY,USA"
13392,Grand Rapids,MI,USA,"Grand Rapids,MI,USA"
13393,Big lake,AZ,USA,"Big lake,AZ,USA"
13394,Big lake az,AZ,USA,"Big lake az,AZ,USA"
13395,Norwood,MA,USA,"Norwood,MA,USA"
13396,Philadelphia,PA,USA,"Philadelphia,PA,USA"
13397,Rock Island,IL,USA,"Rock Island,IL,USA"
13398,Denver,,USA,"Denver,USA"
13399,Kutztown,PA,USA,"Kutztown,PA,USA"
13400,Port Richey,FL,USA,"Port Richey,FL,USA"
13401,Boundary Waters. Canadian border,MN,USA,"Boundary Waters. Canadian border,MN,USA"
13402,Hendersonville,NC,USA,"Hendersonville,NC,USA"
13403,Shelby,MI,USA,"Shelby,MI,USA"
13404,ANTIOCH,CA,USA,"ANTIOCH,CA,USA"
13405,Sandy,OR,USA,"Sandy,OR,USA"
13406,Uncasville,CT,USA,"Uncasville,CT,USA"
13407,West Deptford,NJ,USA,"West Deptford,NJ,USA"
13409,Ramona,CA,USA,"Ramona,CA,USA"
13410,North Kingstown,RI,USA,"North Kingstown,RI,USA"
13411,Honolulu,HI,USA,"Honolulu,HI,USA"
13412,Frisco,TX,USA,"Frisco,TX,USA"
13413,Sutherlin,OR,USA,"Sutherlin,OR,USA"
13414,Midvale,UT,USA,"Midvale,UT,USA"
13415,trowbridge,Wiltshire,United Kingdom,"trowbridge,Wiltshire,United Kingdom"
13416,"Glen, NH-16",NH,USA,"Glen, NH-16,NH,USA"
13417,Death Valley,CA,USA,"Death Valley,CA,USA"
13419,Hutto,TX,USA,"Hutto,TX,USA"
13420,Houston,TX,USA,"Houston,TX,USA"
13421,Greensburg,PA,USA,"Greensburg,PA,USA"
13422,Lancaster,OH,USA,"Lancaster,OH,USA"
13423,Pewaukee,WI,USA,"Pewaukee,WI,USA"
13424,Great Bend,PA,USA,"Great Bend,PA,USA"
13425,Bronx,NY,USA,"Bronx,NY,USA"
13426,Charlotte,NC,USA,"Charlotte,NC,USA"
13427,San Antonio,TX,USA,"San Antonio,TX,USA"
13428,Reading,PA,USA,"Reading,PA,USA"
13429,LAKE ARIEL,PA,USA,"LAKE ARIEL,PA,USA"
13430,Oklahoma City,OK,USA,"Oklahoma City,OK,USA"
13431,Ypsilanti,MI,USA,"Ypsilanti,MI,USA"
13432,Great falls,MT,USA,"Great falls,MT,USA"
13433,Seattle,WA,USA,"Seattle,WA,USA"
13434,Vandalia,OH,USA,"Vandalia,OH,USA"
13435,Socorro,NM,USA,"Socorro,NM,USA"
13436,Fredericksburg,TX,USA,"Fredericksburg,TX,USA"
13437,Hoover,AL,USA,"Hoover,AL,USA"
13438,San Diego,CA,USA,"San Diego,CA,USA"
13439,Idaho Falls,ID,USA,"Idaho Falls,ID,USA"
13440,Caledonia,IL,USA,"Caledonia,IL,USA"
13441,Rancho Palos Verdes,CA,USA,"Rancho Palos Verdes,CA,USA"
13442,everett,WA,USA,"everett,WA,USA"
13443,Maricopa,AZ,USA,"Maricopa,AZ,USA"
13444,Ardmore,OK,USA,"Ardmore,OK,USA"
13445,Naperville,IL,USA,"Naperville,IL,USA"
13446,Flight from Charlotte to Wilmington NC,NC,USA,"Flight from Charlotte to Wilmington NC,NC,USA"
13447,Ventrua,CA,USA,"Ventrua,CA,USA"
13448,Dartmouth,NS,Canada,"Dartmouth,NS,Canada"
13449,Orange,CA,USA,"Orange,CA,USA"
13450,Fontan,CA,USA,"Fontan,CA,USA"
13451,Missoula,MT,USA,"Missoula,MT,USA"
13452,Stevensville,MT,USA,"Stevensville,MT,USA"
13453,Deberry,TX,USA,"Deberry,TX,USA"
13454,Nogales,AZ,USA,"Nogales,AZ,USA"
13455,Cassatt,SC,USA,"Cassatt,SC,USA"
13456,ajo,AZ,USA,"ajo,AZ,USA"
13457,Eastover,SC,USA,"Eastover,SC,USA"
13458,Littleton,CO,USA,"Littleton,CO,USA"
13459,Yucca valley,CA,USA,"Yucca valley,CA,USA"
13460,South Tulsa / Lake Bixhoma Park,OK,USA,"South Tulsa / Lake Bixhoma Park,OK,USA"
13461,Worthing,West Sussex,United Kingdom,"Worthing,West Sussex,United Kingdom"
13462,Las Vegas,NV,USA,"Las Vegas,NV,USA"
13463,Haughton,LA,USA,"Haughton,LA,USA"
13464,"Auburn, Enumclaw area",WA,USA,"Auburn, Enumclaw area,WA,USA"
13465,port st lucie,FL,USA,"port st lucie,FL,USA"
13466,Friendship,WI,USA,"Friendship,WI,USA"
13467,Carlsbad,NM,USA,"Carlsbad,NM,USA"
13468,Sykesville,MD,USA,"Sykesville,MD,USA"
13469,Miami,FL,USA,"Miami,FL,USA"
13470,Chandigarh,Chandigarh,India,"Chandigarh,Chandigarh,India"
13471,Aurora,CO,USA,"Aurora,CO,USA"
13472,Norfolk,CT,USA,"Norfolk,CT,USA"
13473,Clay,NY,USA,"Clay,NY,USA"
13474,Cancun,,Mexico,"Cancun,Mexico"
13475,Newport,,USA,"Newport,USA"
13476,Pinehurst,NC,USA,"Pinehurst,NC,USA"
13477,Waukesha,WI,USA,"Waukesha,WI,USA"
13478,Geyserville,CA,USA,"Geyserville,CA,USA"
13479,Mustang,OK,USA,"Mustang,OK,USA"
13480,Pittsburgh,PA,USA,"Pittsburgh,PA,USA"
13481,Cairo,KY,USA,"Cairo,KY,USA"
13482,Colorado city,TX,USA,"Colorado city,TX,USA"
13483,Austin,TX,USA,"Austin,TX,USA"
13484,San Diego,CA,USA,"San Diego,CA,USA"
13485,Witham,Essex,United Kingdom,"Witham,Essex,United Kingdom"
13486,Littleton (Denver metro area),CO,USA,"Littleton (Denver metro area),CO,USA"
13487,Pendleton,OR,USA,"Pendleton,OR,USA"
13488,Lawrenceburg,KY,USA,"Lawrenceburg,KY,USA"
13489,John Day,OR,USA,"John Day,OR,USA"
13490,Eagle Mountain,UT,USA,"Eagle Mountain,UT,USA"
13491,Stanford,KY,USA,"Stanford,KY,USA"
13492,Miami,FL,USA,"Miami,FL,USA"
13493,Birmingham,AL,USA,"Birmingham,AL,USA"
13495,New Albany,OH,USA,"New Albany,OH,USA"
13496,Tyler,TX,USA,"Tyler,TX,USA"
13497,Naples,NY,USA,"Naples,NY,USA"
13499,Klamath Falls,OR,USA,"Klamath Falls,OR,USA"
13500,Meerut,Uttar Pradesh,India,"Meerut,Uttar Pradesh,India"
13501,Rancho Cucamonga,CA,USA,"Rancho Cucamonga,CA,USA"
13502,Kalamazoo,MI,USA,"Kalamazoo,MI,USA"
13503,Toronto,ON,Canada,"Toronto,ON,Canada"
13504,South of Sudbury,ON,Canada,"South of Sudbury,ON,Canada"
13505,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
13506,Hillsboro,IL,USA,"Hillsboro,IL,USA"
13507,Woodbourne,NY,USA,"Woodbourne,NY,USA"
13508,Lake Henshaw,CA,USA,"Lake Henshaw,CA,USA"
13509,Huntington Station,NY,USA,"Huntington Station,NY,USA"
13510,Newtripoli,PA,USA,"Newtripoli,PA,USA"
13511,Las Vegas,NV,USA,"Las Vegas,NV,USA"
13512,Itaúna,Minas Gerais,Brazil,"Itaúna,Minas Gerais,Brazil"
13513,homstead,PA,USA,"homstead,PA,USA"
13514,Frostburg,MD,USA,"Frostburg,MD,USA"
13515,Pittsburgh,PA,USA,"Pittsburgh,PA,USA"
13516,Waverly,IA,USA,"Waverly,IA,USA"
13517,Manchester,Lancashire,United Kingdom,"Manchester,Lancashire,United Kingdom"
13518,STATESVILLE,NC,USA,"STATESVILLE,NC,USA"
13519,Tiverton,RI,USA,"Tiverton,RI,USA"
13520,Belfast,Antrim,United Kingdom,"Belfast,Antrim,United Kingdom"
13521,Royal,IA,USA,"Royal,IA,USA"
13522,Auburn,NY,USA,"Auburn,NY,USA"
13524,Culver City,CA,USA,"Culver City,CA,USA"
13525,Imperial,MO,USA,"Imperial,MO,USA"
13526,West haven,CT,USA,"West haven,CT,USA"
13528,SCOTTSVILLE,VA,USA,"SCOTTSVILLE,VA,USA"
13529,Fulton,MO,USA,"Fulton,MO,USA"
13530,Elkton,MD,USA,"Elkton,MD,USA"
13531,Wilmington,OH,USA,"Wilmington,OH,USA"
13532,Bedworth,Warwickshire,United Kingdom,"Bedworth,Warwickshire,United Kingdom"
13533,Wilmington,OH,USA,"Wilmington,OH,USA"
13534,Clearwater,FL,USA,"Clearwater,FL,USA"
13535,North York,ON,Canada,"North York,ON,Canada"
13536,Columbus,OH,USA,"Columbus,OH,USA"
13537,Atlantic City,NJ,USA,"Atlantic City,NJ,USA"
13538,Springhill,FL,USA,"Springhill,FL,USA"
13539,Lisbon,ME,USA,"Lisbon,ME,USA"
13540,Beloit,WI,USA,"Beloit,WI,USA"
13541,Loveland,CO,USA,"Loveland,CO,USA"
13542,Idaho Falls,ID,USA,"Idaho Falls,ID,USA"
13543,Acciaroli,Province of Salerno,Italy,"Acciaroli,Province of Salerno,Italy"
13544,Scranton,PA,USA,"Scranton,PA,USA"
13545,Circleville,OH,USA,"Circleville,OH,USA"
13546,Wellfleet,Siguiri Prefecture,Guinea,"Wellfleet,Siguiri Prefecture,Guinea"
13547,North Ferrisburgh,VT,USA,"North Ferrisburgh,VT,USA"
13548,Oakland,CA,USA,"Oakland,CA,USA"
13549,South Phoenix,AZ,USA,"South Phoenix,AZ,USA"
13550,Chillicothe,OH,USA,"Chillicothe,OH,USA"
13551,West Milford,NJ,USA,"West Milford,NJ,USA"
13552,New York,NY,USA,"New York,NY,USA"
13553,Portola,CA,USA,"Portola,CA,USA"
13554,Spokane,WA,USA,"Spokane,WA,USA"
13555,Detroit,MI,USA,"Detroit,MI,USA"
13556,Kenmore,WA,USA,"Kenmore,WA,USA"
13557,Doylestown,PA,USA,"Doylestown,PA,USA"
13558,Oregon City,OR,USA,"Oregon City,OR,USA"
13559,Oregon City,OR,USA,"Oregon City,OR,USA"
13560,Darrington,WA,USA,"Darrington,WA,USA"
13561,,MI,USA,"MI,USA"
13562,Calgary,AB,Canada,"Calgary,AB,Canada"
13563,Miles city,,USA,"Miles city,USA"
13564,"Friend Park. West of Laramie Mountain, Wyoming",WY,USA,"Friend Park. West of Laramie Mountain, Wyoming,WY,USA"
13565,Woodstock,ON,Canada,"Woodstock,ON,Canada"
13566,Belgium,WI,USA,"Belgium,WI,USA"
13567,Town of Green Lake,WI,USA,"Town of Green Lake,WI,USA"
13568,Evansville,IN,USA,"Evansville,IN,USA"
13569,Boulder,CO,USA,"Boulder,CO,USA"
13571,Guemes Island,WA,USA,"Guemes Island,WA,USA"
13572,Windsor,ON,Canada,"Windsor,ON,Canada"
13573,Just after Springfield Illinois,IL,USA,"Just after Springfield Illinois,IL,USA"
13574,Boulder,CO,USA,"Boulder,CO,USA"
13575,Palmdale,FL,USA,"Palmdale,FL,USA"
13576,Payson az,AZ,USA,"Payson az,AZ,USA"
13578,Rumney,NH,USA,"Rumney,NH,USA"
13579,Washington DC,DC,USA,"Washington DC,DC,USA"
13580,Indio,CA,USA,"Indio,CA,USA"
13581,Minneapolis,MN,USA,"Minneapolis,MN,USA"
13582,Clovis,CA,USA,"Clovis,CA,USA"
13583,Fairwater,WI,USA,"Fairwater,WI,USA"
13584,Gibbon,NE,USA,"Gibbon,NE,USA"
13585,Wolfegg,Baden-Württemberg,Germany,"Wolfegg,Baden-Württemberg,Germany"
13586,Albuquerque,NM,USA,"Albuquerque,NM,USA"
13587,Arizona City,AZ,USA,"Arizona City,AZ,USA"
13588,Toronto,ON,Canada,"Toronto,ON,Canada"
13589,New Haven,CT,USA,"New Haven,CT,USA"
13590,Lehi,UT,USA,"Lehi,UT,USA"
13591,Elkhorn,NE,USA,"Elkhorn,NE,USA"
13592,Mt vernon,SD,USA,"Mt vernon,SD,USA"
13593,Richland,WA,USA,"Richland,WA,USA"
13594,Everett,,USA,"Everett,USA"
13595,Minneapolis,MN,USA,"Minneapolis,MN,USA"
13596,Cincinnati,OH,USA,"Cincinnati,OH,USA"
13597,New Westminster,BC,Canada,"New Westminster,BC,Canada"
13598,Walkertown,NC,USA,"Walkertown,NC,USA"
13599,Phoenix/ ahwatukee,AZ,USA,"Phoenix/ ahwatukee,AZ,USA"
13600,Essex,CT,USA,"Essex,CT,USA"
13601,Doss,TX,USA,"Doss,TX,USA"
13602,Chico,CA,USA,"Chico,CA,USA"
13603,Chico,CA,USA,"Chico,CA,USA"
13604,West Hills,CA,USA,"West Hills,CA,USA"
13605,Sweet,ID,USA,"Sweet,ID,USA"
13606,Ventura,CA,USA,"Ventura,CA,USA"
13607,Oak Harbor,WA,USA,"Oak Harbor,WA,USA"
13608,Nampa,ID,USA,"Nampa,ID,USA"
13609,Charlton,MA,USA,"Charlton,MA,USA"
13610,Nampa,ID,USA,"Nampa,ID,USA"
13611,Annandale,MN,USA,"Annandale,MN,USA"
13612,Prior Lake,MN,USA,"Prior Lake,MN,USA"
13613,West Fargo,ND,USA,"West Fargo,ND,USA"
13614,Pine city township,MN,USA,"Pine city township,MN,USA"
13615,Cooperstown,NY,USA,"Cooperstown,NY,USA"
13616,Big flats,NY,USA,"Big flats,NY,USA"
13617,Near Starbuck,MN,USA,"Near Starbuck,MN,USA"
13618,Alburgh,VT,USA,"Alburgh,VT,USA"
13619,Charlotte,VT,USA,"Charlotte,VT,USA"
13621,Point pleasant,NJ,USA,"Point pleasant,NJ,USA"
13622,Barre,VT,USA,"Barre,VT,USA"
13623,Rapid City,MI,USA,"Rapid City,MI,USA"
13624,Gloversville,NY,USA,"Gloversville,NY,USA"
13625,Hooksett,NH,USA,"Hooksett,NH,USA"
13626,Marcellus,NY,USA,"Marcellus,NY,USA"
13627,Colonie NY ... a few miles west of Albany,NY,USA,"Colonie NY ... a few miles west of Albany,NY,USA"
13628,Black butte,OR,USA,"Black butte,OR,USA"
13629,Tigard,OR,USA,"Tigard,OR,USA"
13630,Bridgton,ME,USA,"Bridgton,ME,USA"
13631,Davison,MI,USA,"Davison,MI,USA"
13632,Gray,ME,USA,"Gray,ME,USA"
13633,Topsham,ME,USA,"Topsham,ME,USA"
13634,Searsmont,ME,USA,"Searsmont,ME,USA"
13635,Monhegan Island,NH,USA,"Monhegan Island,NH,USA"
13636,Bennington,VT,USA,"Bennington,VT,USA"
13637,Searsmont,ME,USA,"Searsmont,ME,USA"
13638,Richmond,Quebec,Canada,"Richmond,Quebec,Canada"
13639,Montreal,Quebec,Canada,"Montreal,Quebec,Canada"
13640,Red Creek,NY,USA,"Red Creek,NY,USA"
13641,Thornton,NH,USA,"Thornton,NH,USA"
13642,Spafford Lake,NH,USA,"Spafford Lake,NH,USA"
13643,Indian Lake,NY,USA,"Indian Lake,NY,USA"
13644,Wolfeboro,NH,USA,"Wolfeboro,NH,USA"
13645,Ajax,ON,Canada,"Ajax,ON,Canada"
13646,Carey,,USA,"Carey,USA"
13647,Salem,NY,USA,"Salem,NY,USA"
13648,Berlin,NH,USA,"Berlin,NH,USA"
13649,Dexter,ME,USA,"Dexter,ME,USA"
13650,Ferrisburg,VT,USA,"Ferrisburg,VT,USA"
13651,Townsend,MT,USA,"Townsend,MT,USA"
13652,NNW of Lake George Village,NY,USA,"NNW of Lake George Village,NY,USA"
13653,Jeffrey City,WY,USA,"Jeffrey City,WY,USA"
13654,Point pleasant,NJ,USA,"Point pleasant,NJ,USA"
13655,Lakewood,NY,USA,"Lakewood,NY,USA"
13656,Henniker,NH,USA,"Henniker,NH,USA"
13657,North PEI Brackley beach,Prince Edward Island,Canada,"North PEI Brackley beach,Prince Edward Island,Canada"
13658,Rhode Island,RI,USA,"Rhode Island,RI,USA"
13660,METHUEN,MA,USA,"METHUEN,MA,USA"
13661,Amboy,WA,USA,"Amboy,WA,USA"
13662,Baldwinsville,NY,USA,"Baldwinsville,NY,USA"
13663,westlake village,CA,USA,"westlake village,CA,USA"
13664,Dundee a,MI,USA,"Dundee a,MI,USA"
13665,Indianapolis,IN,USA,"Indianapolis,IN,USA"
13666,Clallam Bay,WA,USA,"Clallam Bay,WA,USA"
13667,,TN,USA,"TN,USA"
13668,Gatlinburg,TN,USA,"Gatlinburg,TN,USA"
13669,Benton,IL,USA,"Benton,IL,USA"
13670,Hendersonville,TN,USA,"Hendersonville,TN,USA"
13671,Phoenix,AZ,USA,"Phoenix,AZ,USA"
13672,Roseville,CA,USA,"Roseville,CA,USA"
13673,Leavittsburg,OH,USA,"Leavittsburg,OH,USA"
13674,Gainesville,NY,USA,"Gainesville,NY,USA"
13675,Flushing,NY,USA,"Flushing,NY,USA"
13676,fraserburgh,Aberdeen,United Kingdom,"fraserburgh,Aberdeen,United Kingdom"
13677,Beech Island,SC,USA,"Beech Island,SC,USA"
13678,,CA,USA,"CA,USA"
13679,Ashville,NC,USA,"Ashville,NC,USA"
13680,Benton,IL,USA,"Benton,IL,USA"
13681,Waterlooville,,United Kingdom,"Waterlooville,United Kingdom"
13682,Midland,WA,USA,"Midland,WA,USA"
13683,Fredericksburg,VA,USA,"Fredericksburg,VA,USA"
13684,Coeur dalane,ID,USA,"Coeur dalane,ID,USA"
13685,New port richey,FL,USA,"New port richey,FL,USA"
13686,Meerut,Uttar Pradesh,India,"Meerut,Uttar Pradesh,India"
13687,Meerut,Uttar Pradesh,India,"Meerut,Uttar Pradesh,India"
13688,"Las Vegas, NV",NV,USA,"Las Vegas, NV,NV,USA"
13689,Wallace,NC,USA,"Wallace,NC,USA"
13690,St.Charles,IL,USA,"St.Charles,IL,USA"
13692,Rising Fawn,GA,USA,"Rising Fawn,GA,USA"
13693,Summerfield,FL,USA,"Summerfield,FL,USA"
13694,Enfield,,United Kingdom,"Enfield,United Kingdom"
13695,Helena,MT,USA,"Helena,MT,USA"
13696,Dateland,AZ,USA,"Dateland,AZ,USA"
13697,Avanos,Nevsehir Province,Turkey,"Avanos,Nevsehir Province,Turkey"
13698,Whitehall,PA,USA,"Whitehall,PA,USA"
13699,Sandy,UT,USA,"Sandy,UT,USA"
13700,Saratoga Springs,UT,USA,"Saratoga Springs,UT,USA"
13701,"Doral, in Miami florida",FL,USA,"Doral, in Miami florida,FL,USA"
13702,Half Moon Bay,CA,USA,"Half Moon Bay,CA,USA"
13703,Chino,American Samoa,USA,"Chino,American Samoa,USA"
13704,Canterbury (Reculver Towers),,United Kingdom,"Canterbury (Reculver Towers),United Kingdom"
13705,Greenfield,MA,USA,"Greenfield,MA,USA"
13706,Polson,MT,USA,"Polson,MT,USA"
13707,Helena,MT,USA,"Helena,MT,USA"
13708,"Eddyville, KY. (Land Between the Lakes, LBL",KY,USA,"Eddyville, KY. (Land Between the Lakes, LBL,KY,USA"
13709,Layton,UT,USA,"Layton,UT,USA"
13710,West Chester,OH,USA,"West Chester,OH,USA"
13711,Church Point,LA,USA,"Church Point,LA,USA"
13712,Winthrop,MA,USA,"Winthrop,MA,USA"
13713,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
13714,Jessup,PA,USA,"Jessup,PA,USA"
13715,Baltimore,MD,USA,"Baltimore,MD,USA"
13716,Leader,MN,USA,"Leader,MN,USA"
13717,Andover,ME,USA,"Andover,ME,USA"
13718,Durban,KwaZulu-Natal,South Africa,"Durban,KwaZulu-Natal,South Africa"
13719,Raquette Lake,NY,USA,"Raquette Lake,NY,USA"
13720,Murphysboro,IL,USA,"Murphysboro,IL,USA"
13721,Corvallis,OR,USA,"Corvallis,OR,USA"
13722,Tannersville,PA,USA,"Tannersville,PA,USA"
13723,escondido,CA,USA,"escondido,CA,USA"
13724,Saint Louis,MO,USA,"Saint Louis,MO,USA"
13725,willow Grove,PA,USA,"willow Grove,PA,USA"
13726,Laughlin,NV,USA,"Laughlin,NV,USA"
13727,Oriental,NC,USA,"Oriental,NC,USA"
13728,Highbridge,England,United Kingdom,"Highbridge,England,United Kingdom"
13729,Corinth,MS,USA,"Corinth,MS,USA"
13730,Somerville,MA,USA,"Somerville,MA,USA"
13731,Hertford,Hertfordshire,United Kingdom,"Hertford,Hertfordshire,United Kingdom"
13732,Mandeville,LA,USA,"Mandeville,LA,USA"
13733,Naples,NY,USA,"Naples,NY,USA"
13734,Rochester,NY,USA,"Rochester,NY,USA"
13735,Decatur,GA,USA,"Decatur,GA,USA"
13736,Pittsboro,NC,USA,"Pittsboro,NC,USA"
13737,Doylestown,OH,USA,"Doylestown,OH,USA"
13738,Lacombe,LA,USA,"Lacombe,LA,USA"
13739,Naples,NY,USA,"Naples,NY,USA"
13740,Palmdale,CA,USA,"Palmdale,CA,USA"
13741,Marion,IN,USA,"Marion,IN,USA"
13742,Buxton,ME,USA,"Buxton,ME,USA"
13743,Santa Rosa,CA,USA,"Santa Rosa,CA,USA"
13744,Wenonah,NJ,USA,"Wenonah,NJ,USA"
13745,Hot Springs,AR,USA,"Hot Springs,AR,USA"
13746,Falls Church,VA,USA,"Falls Church,VA,USA"
13747,Nampa,ID,USA,"Nampa,ID,USA"
13748,Cleveland,OH,USA,"Cleveland,OH,USA"
13749,Between Corinth and Burnsville,MS,USA,"Between Corinth and Burnsville,MS,USA"
13750,Eureka,CA,USA,"Eureka,CA,USA"
13751,Chapel Hill,NC,USA,"Chapel Hill,NC,USA"
13752,Centreville,MD,USA,"Centreville,MD,USA"
13753,Clinton,IL,USA,"Clinton,IL,USA"
13754,Wilmington,NC,USA,"Wilmington,NC,USA"
13755,Berkley,MI,USA,"Berkley,MI,USA"
13756,Abbeville,MS,USA,"Abbeville,MS,USA"
13757,Franklinton,LA,USA,"Franklinton,LA,USA"
13758,NY,NY,USA,"NY,NY,USA"
13759,C.B.R.M. (Canada),NS,Canada,"C.B.R.M. (Canada),NS,Canada"
13760,Youngstown,NY,USA,"Youngstown,NY,USA"
13762,Lebanon,OR,USA,"Lebanon,OR,USA"
13763,Wayne,NE,USA,"Wayne,NE,USA"
13764,Union Springs,NY,USA,"Union Springs,NY,USA"
13765,New York,NY,USA,"New York,NY,USA"
13766,West Molesey,Surrey,United Kingdom,"West Molesey,Surrey,United Kingdom"
13767,Willimantic,CT,USA,"Willimantic,CT,USA"
13768,Leicester,Leicestershire,United Kingdom,"Leicester,Leicestershire,United Kingdom"
13769,Newcastle-Under-Lyme,Staffordshire,United Kingdom,"Newcastle-Under-Lyme,Staffordshire,United Kingdom"
13770,AFTON,VA,USA,"AFTON,VA,USA"
13771,Covington,WA,USA,"Covington,WA,USA"
13772,Penumuli,Andhra Pradesh,India,"Penumuli,Andhra Pradesh,India"
13773,Youngstown,NY,USA,"Youngstown,NY,USA"
13774,Huntington Beach,CA,USA,"Huntington Beach,CA,USA"
13775,roma,Lazio,Italy,"roma,Lazio,Italy"
13776,Maple Valley,WA,USA,"Maple Valley,WA,USA"
13777,Everett,WA,USA,"Everett,WA,USA"
13778,Lacey,WA,USA,"Lacey,WA,USA"
13779,Sacramento,CA,USA,"Sacramento,CA,USA"
13780,Norcross,GA,USA,"Norcross,GA,USA"
13782,East Lyme,CT,USA,"East Lyme,CT,USA"
13783,Sierra Madre,CA,USA,"Sierra Madre,CA,USA"
13784,Gulf Shores,AL,USA,"Gulf Shores,AL,USA"
13785,Taunton,MA,USA,"Taunton,MA,USA"
13786,Orange City,FL,USA,"Orange City,FL,USA"
13787,Madison,MO,USA,"Madison,MO,USA"
13788,Shinglehouse pa,,Armenia,"Shinglehouse pa,Armenia"
13789,New York,NY,USA,"New York,NY,USA"
13790,Brocton,NY,USA,"Brocton,NY,USA"
13791,Keller,TX,USA,"Keller,TX,USA"
13792,London east,City of London,United Kingdom,"London east,City of London,United Kingdom"
13793,Oshkosh,WI,USA,"Oshkosh,WI,USA"
13794,Orlando,FL,USA,"Orlando,FL,USA"
13795,,FL,USA,"FL,USA"
13796,Camden point,MO,USA,"Camden point,MO,USA"
13797,Kristiansand,Vest-Agder,Norway,"Kristiansand,Vest-Agder,Norway"
13798,Mountain Home,AR,USA,"Mountain Home,AR,USA"
13799,Tijuana,Baja California,Mexico,"Tijuana,Baja California,Mexico"
13800,El Paso,TX,USA,"El Paso,TX,USA"
13801,West of Montrose CO.,CO,USA,"West of Montrose CO.,CO,USA"
13802,Cincinnati,OH,USA,"Cincinnati,OH,USA"
13803,Chicago,IL,USA,"Chicago,IL,USA"
13804,Chicago,IL,USA,"Chicago,IL,USA"
13805,Finksburg,,USA,"Finksburg,USA"
13806,Pacific,MO,USA,"Pacific,MO,USA"
13807,Little Egg Harbor Twp,NJ,USA,"Little Egg Harbor Twp,NJ,USA"
